dataset,cell_type_full,consensus_label,original_label,reannotation_type,predicted_label,pred_confidence,set_size_naive,set_size_structure,pattern
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9955180876247779,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9988932717431714,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Secretory,0.6957627417322432,2,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998103293109245,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.6944985689123288,2,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9953372904432332,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Dendritic cells,Misannotated,Macrophages,0.8008518568705125,2,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,non-classical monocyte,Monocytes,Macrophages,Misannotated,Monocytes,0.9541540269037115,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,non-classical monocyte,Monocytes,Macrophages,Misannotated,Macrophages,0.9531964501581022,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9987225231822252,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997433758222554,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9952344326971244,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,vein endothelial cell,EC venous,AT2,Misannotated,AT2,0.9309171117222116,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998717802990785,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9973808843112233,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9943547310048616,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9684526067220889,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.99993604025192,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Secretory,0.9848033922343091,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.757298804510785,2,2,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,AT1,Misannotated,Macrophages,0.9964243712162432,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995054657351566,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9986118613192418,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Monocytes,0.809101511676651,2,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999645025231345,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999678714218687,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9880194921569025,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9988795700786411,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997568877708992,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Dendritic cells,Misannotated,Macrophages,0.7769032963686117,2,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995829480864061,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999748384538034,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9931242711030552,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999845814474975,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9961989613720107,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999651622251121,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999747657846938,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9818885345930506,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Monocytes,0.7337927815220793,2,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999635646527074,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9991684984961982,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998385556891752,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998005666211068,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9991834736385917,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.99986948996883,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998488172105936,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,pulmonary alveolar epithelial cell,Secretory,AT2,Misannotated,Secretory,0.8495482576227847,2,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,T cell,T cell lineage,None,Misannotated,T cell lineage,0.9996930394049659,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999636151479117,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Misannotated,Dendritic cells,0.6597606864903165,2,2,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9983964144945208,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998821340810528,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999421393850352,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9975559752387012,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999518993764752,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998051949219787,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998401196018802,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.99759359992056,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,non-classical monocyte,Monocytes,Macrophages,Misannotated,Macrophages,0.817458572114292,1,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999438160358615,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,Macrophages,Misannotated,Dendritic cells,0.7049577821019635,2,2,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995876454651784,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9992536425469082,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9976331848417597,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999838347860398,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997827612944484,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999715967953099,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999864902771483,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.8607726391718391,2,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999745873445719,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9978104484165466,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999954568673977,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997386118338566,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Dendritic cells,Misannotated,Macrophages,0.7515395171559823,3,2,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9509929068956837,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997696047711921,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998161212919499,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997170915236007,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996254607340891,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9988610481305249,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,None,Misannotated,Macrophages,0.9973897637015214,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999959119727483,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999726072441027,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,natural killer cell,Innate lymphoid cell NK,None,Misannotated,Innate lymphoid cell NK,0.9999848086088174,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Secretory,0.8804131002160746,1,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9988059890102218,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.3931272498739532,5,5,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999524015268628,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9993634354406621,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999072826354943,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.8568019420260047,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,classical monocyte,Monocytes,Macrophages,Misannotated,Monocytes,0.6916641541538988,2,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999762020426113,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9943810531520324,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,None,Misannotated,Macrophages,0.9950986942350288,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9988240838139976,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996200758835294,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995718856806147,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9974559351379647,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,None,Misannotated,Macrophages,0.9999178132370138,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9979461004762126,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999546298022377,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999975060149299,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997458828858656,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9987681558366568,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999578078092985,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999110081457018,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999838549787234,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998769648122046,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Secretory,0.6938828531146164,1,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996729690750982,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997990381006864,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997000520860382,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999818862755542,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999761201533923,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9710687459887137,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Monocytes,0.6063032121560862,2,2,C_predicts_something_else
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995595657239711,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.7598773971406428,2,2,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.8789611517542433,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999970157750333,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9989032689987198,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9820245988540236,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998627195532542,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9748289844812414,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,classical monocyte,Monocytes,Macrophages,Misannotated,Macrophages,0.8283403962940985,2,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.9982989834015932,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.945253562024072,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Dendritic cells,Misannotated,Macrophages,0.9582625087129231,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,respiratory basal cell,Basal,AT1,Misannotated,AT1,0.5666754763190772,3,4,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9994806726645383,0,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Monocytes,0.3963051941953515,3,4,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999600221424206,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999182091876595,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.997862000273618,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,lung macrophage,Macrophages,Dendritic cells,Misannotated,Macrophages,0.9880347048737944,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9991720037676708,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.8865926391213699,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.6535458971011071,2,2,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9949862511120717,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,None,Misannotated,Macrophages,0.99955676646879,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9987483459412673,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999716429511852,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999444981045883,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.7606753247244216,2,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996384913442881,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999592404414371,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997826114350121,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9962782356537122,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9981774695079827,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,None,Misannotated,Macrophages,0.997119345816034,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,capillary endothelial cell,EC capillary,None,Misannotated,EC capillary,0.9398173700175594,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9977507105414867,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9992007067068368,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995077365714672,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Monocytes,0.5407608406638088,1,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,"CD4-positive, alpha-beta T cell",T cell lineage,AT1,Misannotated,T cell lineage,0.9996909775665954,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9893303214814733,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999695788510324,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998452527734758,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999850073191593,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.9965447562966938,1,1,B_catches_correction
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.999930240809376,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996501205619062,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Secretory,0.6596879389393548,2,2,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9970828403536761,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998559403528142,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9893491846704116,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996236597787397,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9971367218829137,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9977664923970438,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9997885898150332,0,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998005990747144,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9981669226966233,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9936347495668558,1,1,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998310023743376,1,0,A_matches_original_wrong_label
Lafyatis_Rojas_2019_10Xv2,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9999507121650228,0,1,A_matches_original_wrong_label
